,season,player,pos_x,age_x,team_id_x,g-season,mp_per_g-season,fg_pct-season,fg3_pct-season,fg2_pct-season,fta_per_g-season,ft_pct-season,tov_per_g-season,pf_per_g-season,pts_per_g-season,bpm-season,per-season,ts_pct-season,usg_pct-season,ws-season,pos_y,age_y,team_id_y,g-playoffs,mp_per_g-playoffs,fg_pct-playoffs,fg3_pct-playoffs,fg2_pct-playoffs,fta_per_g-playoffs,ft_pct-playoffs,tov_per_g-playoffs,pf_per_g-playoffs,pts_per_g-playoffs,bpm-playoffs,per-playoffs,ts_pct-playoffs,usg_pct-playoffs,ws-playoffs
147,1983,Junior Bridgeman,SF,29,MIL,70,26.5,0.492,0.077,0.498,2.8,0.837,1.7,2.2,14.4,0.1,16.1,0.534,23.7,4.8,SF,29,MIL,9,34.2,0.469,0.4,0.472,3.3,0.933,2.1,2.9,16.9,3.2,16.5,0.531,22.1,0.9
150,1983,Quinn Buckner,SG,28,BOS,72,21.7,0.442,0.0,0.445,1.6,0.632,2.2,2.7,7.9,-1.4,11.5,0.465,19.3,1.6,SG,28,BOS,7,14.0,0.432,0.0,0.457,0.3,0.0,0.7,2.6,4.6,-9.1,2.7,0.422,18.3,-0.1
152,1983,Kenny Carr,PF,27,POR,82,28.4,0.505,0.333,0.506,4.5,0.697,2.3,3.7,12.0,-1.5,13.7,0.559,18.5,5.1,PF,27,POR,7,24.4,0.433,,0.433,3.3,0.783,1.4,3.7,10.0,-0.8,13.4,0.499,19.7,0.3
153,1983,M.L. Carr,SF,32,BOS,77,11.5,0.429,0.158,0.446,1.1,0.741,1.0,1.8,4.3,-2.9,9.7,0.475,19.1,0.8,SF,32,BOS,3,7.3,0.25,0.0,0.286,0.7,1.0,0.0,1.0,2.0,-3.8,5.6,0.338,16.9,0.0
154,1983,Bill Cartwright,C,25,NYK,82,30.1,0.566,,0.566,6.2,0.744,2.5,3.8,15.7,2.8,19.0,0.627,21.3,10.1,C,25,NYK,6,28.7,0.581,,0.581,3.7,0.773,3.2,4.2,11.2,-1.1,10.9,0.636,17.8,0.2
155,1983,Harvey Catchings,C,31,MIL,74,21.0,0.457,,0.457,1.2,0.674,1.1,3.0,3.3,0.1,9.8,0.51,8.5,3.1,C,31,MIL,9,15.4,0.474,,0.474,0.3,1.0,0.2,2.0,2.3,1.9,11.3,0.517,6.7,0.4
156,1983,Maurice Cheeks,PG,26,PHI,79,31.2,0.542,0.167,0.545,3.0,0.754,2.3,2.3,12.5,4.7,18.6,0.582,16.6,9.4,PG,26,PHI,13,37.2,0.503,0.5,0.503,4.9,0.703,2.6,1.8,16.3,4.1,17.3,0.549,19.6,1.6
157,1983,Darwin Cook,PG,24,NJN,82,32.0,0.449,0.211,0.459,3.0,0.769,2.9,2.6,13.2,1.7,14.3,0.494,19.9,6.0,PG,24,NJN,2,31.5,0.333,0.0,0.346,1.0,1.0,2.0,4.0,10.0,-8.4,6.0,0.359,20.7,-0.1
158,1983,Michael Cooper,SG,26,LAL,82,26.2,0.535,0.238,0.548,1.6,0.785,1.6,2.5,7.8,1.9,13.5,0.577,12.5,5.2,SG,26,LAL,15,30.2,0.465,0.143,0.486,2.7,0.829,1.3,3.6,9.4,0.4,11.8,0.534,13.6,0.9
159,1983,Wayne Cooper,C,26,POR,80,26.2,0.443,0.0,0.446,2.5,0.685,2.0,4.0,9.7,-2.6,12.4,0.479,18.8,2.9,C,26,POR,7,32.6,0.486,,0.486,2.4,0.882,2.4,4.7,12.4,-2.5,11.6,0.534,18.2,0.3
161,1983,Earl Cureton,C,25,PHI,73,13.5,0.419,,0.419,0.9,0.493,1.0,2.0,3.4,-3.2,8.1,0.433,14.6,0.8,C,25,PHI,5,5.0,0.25,,0.25,0.0,,0.6,1.0,0.4,-7.4,-1.3,0.25,11.7,0.0
164,1983,Walter Davis,SG,28,PHO,80,31.1,0.516,0.304,0.52,2.8,0.818,2.4,2.3,19.0,2.3,19.1,0.548,25.8,8.1,SG,28,PHO,3,37.7,0.435,0.5,0.433,7.0,0.81,1.7,2.0,26.0,4.6,21.9,0.498,29.0,0.3
165,1983,Darryl Dawkins,C,26,NJN,81,25.8,0.599,,0.599,3.2,0.646,3.5,4.7,12.0,-0.8,13.2,0.619,20.0,4.0,C,26,NJN,2,29.5,0.773,0.0,0.81,1.0,1.0,4.0,3.5,18.0,5.5,22.5,0.787,21.4,0.1
166,1983,James Donaldson,C,25,SEA,82,21.8,0.583,,0.583,2.7,0.688,1.6,2.1,8.9,0.9,15.6,0.615,16.2,5.1,C,25,SEA,2,23.5,0.5,,0.5,1.5,0.667,0.0,2.0,12.0,4.1,22.0,0.515,19.8,0.2
167,1983,Mike Dunleavy,PG,28,SAS,79,20.5,0.418,0.345,0.462,1.9,0.779,2.0,2.7,7.8,-0.3,14.0,0.53,18.2,3.1,PG,28,SAS,11,15.8,0.338,0.267,0.4,1.2,0.692,1.3,2.0,5.5,-0.8,11.3,0.431,18.5,0.2
168,1983,T.R. Dunn,SG,27,DEN,82,32.2,0.482,0.0,0.483,2.0,0.73,1.4,2.7,7.6,0.1,11.4,0.524,10.0,4.4,SG,27,DEN,8,37.5,0.439,,0.439,1.0,0.625,1.8,2.6,5.1,-1.3,8.1,0.46,7.6,0.2
170,1983,Franklin Edwards,PG,23,PHI,81,15.6,0.472,0.0,0.48,1.4,0.761,1.4,1.5,6.7,0.1,14.2,0.509,20.1,2.7,PG,23,PHI,12,8.4,0.406,,0.406,1.4,0.824,0.5,0.6,3.3,1.9,14.6,0.507,18.8,0.3
171,1983,James Edwards,C,27,TOT,31,21.5,0.487,,0.487,3.5,0.639,1.6,3.5,10.5,-2.0,14.5,0.523,22.4,1.4,C,27,PHO,3,18.0,0.423,,0.423,2.0,1.0,1.7,2.3,9.3,-3.6,15.2,0.489,24.5,0.1
173,1983,Alex English,SF,29,DEN,82,36.4,0.516,0.167,0.519,6.0,0.829,3.2,2.9,28.4,4.6,24.1,0.561,28.9,10.3,SF,29,DEN,7,38.6,0.447,0.0,0.453,7.6,0.887,3.0,3.0,25.9,2.0,18.4,0.522,27.9,0.5
174,1983,Julius Erving,SF,32,PHI,72,33.6,0.517,0.286,0.518,6.0,0.759,2.7,2.8,21.4,6.5,23.1,0.566,25.5,10.9,SF,32,PHI,13,37.9,0.45,0.0,0.452,5.2,0.721,3.0,3.2,18.4,2.9,16.0,0.496,23.6,1.2
175,1983,Mike Evans,SG,27,DEN,42,16.5,0.473,0.0,0.491,1.0,0.805,1.7,2.2,6.3,-5.3,8.9,0.504,17.6,-0.2,SG,27,DEN,8,22.9,0.486,0.3,0.516,2.1,0.647,2.8,2.5,10.8,-3.3,11.4,0.528,21.9,-0.1
177,1983,George Gervin,SG,30,SAS,78,36.3,0.487,0.364,0.49,7.8,0.853,3.2,3.1,26.2,1.8,20.5,0.561,29.1,9.4,SG,30,SAS,11,39.7,0.519,0.0,0.524,6.3,0.884,4.2,3.5,25.2,-0.3,16.2,0.581,24.8,1.0
178,1983,Artis Gilmore,C,33,SAS,82,34.1,0.626,0.0,0.63,6.0,0.74,3.1,3.3,18.0,2.8,21.2,0.668,19.4,11.0,C,33,SAS,11,36.5,0.576,,0.576,4.2,0.696,2.5,4.2,16.7,2.3,17.9,0.604,17.0,1.3
179,1983,Mike Glenn,SG,27,ATL,73,15.4,0.518,0.0,0.519,1.2,0.831,0.7,1.8,7.3,0.0,15.1,0.553,19.8,2.9,SG,27,ATL,3,22.3,0.545,,0.545,1.3,1.0,1.7,3.3,9.3,-2.3,9.7,0.589,18.9,0.1
180,1983,Mike Gminski,C,23,NJN,80,15.7,0.5,0.0,0.501,2.8,0.778,1.6,1.5,7.5,2.1,18.4,0.572,20.4,4.3,C,23,NJN,2,14.5,0.667,,0.667,2.0,0.75,0.5,1.0,7.5,7.3,26.0,0.697,16.6,0.1
183,1983,Bill Hanzlik,SF,25,DEN,82,18.9,0.428,0.143,0.433,2.0,0.781,1.8,2.7,6.1,-2.5,10.6,0.493,15.6,1.0,SF,25,DEN,8,19.6,0.4,0.0,0.417,2.1,0.824,1.4,3.3,6.8,-3.1,9.5,0.47,16.9,0.0
185,1983,Gerald Henderson,PG,27,BOS,82,18.9,0.463,0.188,0.47,1.6,0.722,1.6,2.3,8.2,-1.5,12.1,0.496,20.3,2.3,PG,27,BOS,7,26.7,0.412,0.0,0.427,1.0,0.857,2.0,3.6,10.9,-0.4,11.1,0.431,22.9,0.1
187,1983,Marc Iavaroni,PF,26,PHI,80,20.2,0.462,0.0,0.464,1.4,0.69,1.7,3.0,5.1,-3.1,7.3,0.502,13.2,1.5,PF,26,PHI,13,21.8,0.558,,0.558,1.4,0.5,1.0,3.2,5.2,1.2,10.4,0.559,10.7,0.7
188,1983,Dan Issel,C,34,DEN,80,30.4,0.51,0.211,0.514,6.0,0.835,2.2,2.8,21.6,2.1,21.6,0.573,25.5,8.4,C,34,DEN,8,28.4,0.507,0.0,0.511,3.6,0.862,1.3,2.3,20.4,4.7,22.4,0.548,27.1,0.7
190,1983,Clemon Johnson,C,26,TOT,83,23.1,0.515,0.0,0.516,2.2,0.617,1.5,2.7,8.5,0.7,15.3,0.537,16.1,4.3,C,26,PHI,12,16.8,0.51,,0.51,0.3,0.0,1.0,2.3,4.2,-2.2,8.4,0.493,12.9,0.3
191,1983,Dennis Johnson,PG,28,PHO,77,33.1,0.462,0.161,0.473,4.8,0.791,2.6,2.6,14.2,0.9,14.8,0.534,19.6,6.6,PG,28,PHO,3,36.0,0.458,0.0,0.468,4.0,0.833,2.7,3.0,18.0,1.1,17.9,0.507,22.3,0.2
192,1983,George Johnson,C,34,ATL,37,12.5,0.439,,0.439,0.5,0.737,0.5,1.9,1.7,0.9,10.8,0.49,7.6,1.0,C,34,ATL,1,2.0,,,,0.0,,0.0,0.0,0.0,-5.1,0.0,,0.0,0.0
193,1983,George Johnson,SF,26,IND,82,28.0,0.477,0.184,0.49,2.1,0.733,3.0,3.4,11.6,-2.7,12.7,0.509,20.1,1.0,C,34,ATL,1,2.0,,,,0.0,,0.0,0.0,0.0,-5.1,0.0,,0.0,0.0
194,1983,Magic Johnson,SG,23,LAL,79,36.8,0.548,0.0,0.56,4.8,0.8,3.8,2.5,16.8,7.2,23.0,0.603,19.0,12.5,SG,23,LAL,15,42.9,0.485,0.0,0.513,5.4,0.84,4.3,3.3,17.9,6.9,20.6,0.555,19.4,2.1
195,1983,Marques Johnson,SF,26,MIL,80,35.7,0.509,0.2,0.514,4.5,0.735,2.5,2.6,21.4,4.5,21.1,0.543,25.7,10.7,SF,26,MIL,9,42.4,0.486,0.0,0.489,4.8,0.651,2.3,2.4,22.0,4.4,18.0,0.511,23.6,1.1
197,1983,Bobby Jones,PF,31,PHI,74,23.6,0.543,0.0,0.545,2.8,0.793,1.5,2.7,9.0,4.0,16.4,0.603,15.0,6.4,PF,31,PHI,12,27.0,0.551,0.0,0.558,1.7,0.85,1.5,2.4,8.6,6.3,15.9,0.593,13.5,1.1
201,1983,Albert King,SF,23,NJN,79,31.0,0.475,0.261,0.479,2.9,0.775,3.1,3.5,17.0,0.5,15.6,0.508,25.2,5.7,SF,23,NJN,2,34.0,0.474,0.5,0.472,3.0,0.833,2.0,6.0,21.0,-3.1,14.2,0.517,26.8,0.1
202,1983,Bernard King,SF,26,NYK,68,32.5,0.528,0.0,0.531,5.7,0.722,2.9,3.4,21.9,3.5,20.3,0.566,29.1,7.5,SF,26,NYK,6,30.7,0.577,0.333,0.585,5.8,0.8,1.7,2.7,23.5,7.1,24.0,0.627,28.4,0.8
205,1983,Mark Landsberger,PF,27,LAL,39,9.1,0.422,,0.422,0.6,0.48,0.5,1.2,2.5,-4.8,10.2,0.434,14.8,0.4,PF,27,LAL,11,12.8,0.429,0.0,0.444,0.4,0.5,0.5,2.2,2.4,-5.9,6.5,0.437,10.3,0.1
206,1983,Bob Lanier,C,34,MIL,39,25.1,0.491,0.0,0.492,3.4,0.684,2.1,3.2,10.7,0.5,14.5,0.534,20.0,2.3,C,34,MIL,9,27.8,0.573,,0.573,3.9,0.6,2.3,3.6,13.7,5.4,18.9,0.589,21.1,0.8
207,1983,Fat Lever,PG,22,POR,81,24.9,0.431,0.333,0.434,2.0,0.73,1.7,2.2,7.8,1.9,14.8,0.477,16.1,4.4,PG,22,POR,7,19.1,0.452,,0.452,0.7,0.8,0.6,1.9,6.0,2.7,15.0,0.475,15.1,0.3
208,1983,Alton Lister,PF,24,MIL,80,23.6,0.529,,0.529,3.0,0.537,2.3,4.1,8.4,-0.5,13.8,0.543,17.7,3.8,PF,24,MIL,9,22.9,0.429,0.0,0.435,0.6,0.8,1.9,3.3,6.4,0.1,12.0,0.445,16.8,0.3
209,1983,Maurice Lucas,PF,30,PHO,77,33.6,0.474,0.333,0.474,4.6,0.781,2.9,3.6,16.5,-0.3,16.1,0.528,22.5,7.1,PF,30,PHO,2,28.5,0.571,,0.571,2.0,0.5,2.0,2.5,13.0,2.4,18.2,0.571,18.5,0.1
211,1983,Kyle Macy,PG,25,PHO,82,22.4,0.517,0.303,0.547,1.8,0.872,1.1,1.6,9.9,1.9,16.1,0.578,17.5,6.4,PG,25,PHO,3,24.0,0.429,0.0,0.469,2.3,0.714,0.3,2.0,11.7,-3.4,13.8,0.46,21.3,0.1
212,1983,Moses Malone,C,27,PHI,78,37.5,0.501,0.0,0.502,10.1,0.761,3.4,2.6,24.5,3.7,25.1,0.578,26.0,15.1,C,27,PHI,13,40.3,0.536,0.0,0.538,9.2,0.717,3.1,3.1,26.0,6.4,25.7,0.587,26.0,2.8
213,1983,Wes Matthews,PG,23,ATL,64,18.5,0.403,0.292,0.418,1.8,0.768,1.9,2.0,6.9,-2.0,11.9,0.467,20.9,0.7,PG,23,ATL,3,12.7,0.333,0.0,0.375,1.7,0.8,1.0,1.7,3.3,-1.5,9.1,0.446,16.5,0.0
214,1983,Cedric Maxwell,SF,27,BOS,79,28.5,0.499,0.0,0.5,4.4,0.812,2.1,2.6,11.9,1.0,14.7,0.578,17.0,6.6,SF,27,BOS,7,35.1,0.527,,0.527,5.4,0.842,2.7,2.6,12.9,2.5,14.7,0.627,15.5,0.7
215,1983,Bob McAdoo,C,31,LAL,47,21.7,0.52,0.0,0.52,3.5,0.73,1.4,3.3,15.0,-0.2,20.6,0.555,27.2,3.5,C,31,LAL,8,20.8,0.44,0.333,0.449,1.8,0.786,1.8,2.9,10.9,-1.3,15.8,0.482,25.6,0.2
217,1983,Mike McGee,SF,23,LAL,39,9.8,0.423,0.143,0.436,0.6,0.739,0.7,1.3,4.0,-5.1,9.4,0.451,20.7,0.2,SF,23,LAL,6,4.2,0.364,1.0,0.3,0.7,0.75,0.7,0.8,2.0,-9.5,7.1,0.47,27.3,0.0
218,1983,Kevin McHale,PF,25,BOS,82,28.6,0.541,0.0,0.541,3.3,0.717,1.9,2.9,14.1,1.6,17.6,0.573,19.6,7.5,PF,25,BOS,7,25.3,0.548,0.0,0.557,2.6,0.556,1.4,2.3,11.1,1.1,15.0,0.558,18.9,0.4
222,1983,Mike Mitchell,SF,27,SAS,80,35.0,0.511,0.0,0.512,3.6,0.758,1.6,3.1,19.9,-0.7,16.9,0.541,22.7,7.6,SF,27,SAS,11,38.4,0.51,0.5,0.51,3.0,0.758,2.3,3.1,20.9,-0.3,15.5,0.536,21.6,0.9
224,1983,Paul Mokeski,C,26,TOT,73,15.5,0.458,0.0,0.459,0.9,0.735,0.9,3.1,3.9,-3.7,8.3,0.497,13.2,1.4,C,26,MIL,4,3.0,0.5,,0.5,0.0,,0.0,0.3,1.0,6.7,17.4,0.5,14.0,0.0
225,1983,Sidney Moncrief,SG,25,MIL,76,35.7,0.524,0.1,0.528,7.9,0.826,2.6,2.4,22.5,5.4,22.6,0.602,24.7,13.2,SG,25,MIL,9,41.9,0.437,0.0,0.44,6.8,0.754,3.0,2.8,18.9,2.8,15.4,0.503,21.8,0.9
226,1983,Johnny Moore,PG,24,SAS,77,33.1,0.468,0.227,0.475,2.6,0.744,2.9,3.2,12.2,3.0,17.5,0.507,18.0,6.6,PG,24,SAS,11,37.6,0.533,0.529,0.533,3.2,0.8,2.5,3.7,22.5,9.4,25.6,0.581,22.1,2.2
227,1983,Larry Nance,PF,23,PHO,82,35.5,0.55,0.333,0.551,3.5,0.672,2.3,3.1,16.7,3.5,18.7,0.573,19.4,10.5,PF,23,PHO,3,34.3,0.4,,0.4,3.3,0.8,2.0,4.0,12.0,-4.7,11.4,0.457,17.3,0.1
228,1983,Calvin Natt,SF,26,POR,80,36.0,0.543,0.15,0.549,5.4,0.792,2.5,2.3,20.4,1.8,19.0,0.593,22.3,9.8,SF,26,POR,7,39.1,0.49,0.5,0.49,6.9,0.646,1.3,2.0,18.9,2.1,16.7,0.536,20.3,0.7
229,1983,Norm Nixon,PG,27,LAL,79,34.3,0.475,0.0,0.48,2.1,0.744,3.0,2.2,15.1,-1.9,13.9,0.498,20.9,3.9,PG,27,LAL,14,38.4,0.477,0.429,0.478,3.6,0.74,2.4,2.9,19.0,-0.5,15.0,0.514,22.2,0.9
230,1983,Audie Norris,C,22,POR,30,10.4,0.413,,0.413,1.0,0.467,1.1,2.0,2.2,-5.2,5.0,0.433,14.3,-0.1,C,22,POR,7,7.6,0.538,,0.538,0.3,0.5,0.3,0.7,2.1,3.8,13.9,0.54,12.6,0.1
231,1983,Mike O'Koren,SF,24,NJN,46,17.5,0.525,0.222,0.536,1.0,0.708,1.3,1.5,6.7,1.3,13.4,0.55,16.7,2.0,SF,24,NJN,2,9.0,0.25,,0.25,0.0,,1.0,1.5,2.0,-13.2,1.2,0.25,22.7,-0.1
232,1983,Louis Orr,SF,24,NYK,82,20.3,0.462,0.0,0.464,2.1,0.8,1.1,1.6,8.4,0.4,13.3,0.513,19.5,3.8,SF,24,NYK,6,17.5,0.383,,0.383,1.7,1.0,1.3,1.7,7.7,-0.5,12.1,0.447,24.1,0.0
233,1983,Robert Parish,C,29,BOS,78,31.5,0.55,0.0,0.551,5.0,0.698,2.4,2.8,19.3,4.3,23.0,0.582,23.6,10.8,C,29,BOS,7,35.6,0.483,,0.483,2.9,0.85,2.4,2.6,14.7,0.7,14.7,0.527,19.3,0.5
234,1983,Billy Paultz,C,34,TOT,64,12.8,0.445,,0.445,0.9,0.458,0.7,1.7,3.6,-3.4,9.5,0.453,14.6,0.3,C,34,SAS,11,12.1,0.406,,0.406,0.4,1.0,0.5,1.6,2.7,-1.9,8.5,0.444,11.4,0.2
235,1983,Jim Paxson,SG,25,POR,81,33.8,0.515,0.16,0.522,5.9,0.812,1.9,2.0,21.7,3.0,20.1,0.573,25.1,10.2,SG,25,POR,7,37.1,0.586,0.5,0.589,4.7,0.758,2.1,1.6,23.3,4.1,19.0,0.624,23.6,0.8
238,1983,Charles Pittman,PF,24,PHO,28,6.1,0.475,0.0,0.487,1.3,0.676,0.8,1.5,2.3,-5.8,6.8,0.56,18.8,0.1,PF,24,PHO,1,1.0,,,,0.0,,0.0,0.0,0.0,-9.1,0.0,,0.0,0.0
239,1983,Paul Pressey,SG,24,MIL,79,19.3,0.457,0.111,0.464,2.2,0.597,2.1,2.2,6.7,0.8,12.8,0.489,19.1,2.0,SG,24,MIL,9,16.7,0.404,0.0,0.413,2.2,0.4,2.0,2.6,5.1,-1.0,9.0,0.412,20.7,-0.1
241,1983,Kurt Rambis,PF,24,LAL,78,23.2,0.569,0.0,0.572,2.1,0.687,1.9,3.0,7.5,0.2,14.1,0.601,13.8,4.3,PF,24,LAL,15,25.1,0.57,,0.57,2.3,0.657,1.5,3.4,7.5,-0.1,12.2,0.599,12.7,0.7
243,1983,Clint Richardson,SG,26,PHI,77,22.8,0.463,0.0,0.468,1.4,0.64,1.3,2.1,7.6,-0.4,11.4,0.485,16.0,3.3,SG,26,PHI,13,24.5,0.446,,0.446,1.3,0.824,1.1,2.8,6.8,0.3,9.6,0.486,13.6,0.6
245,1983,Rick Robey,C,27,BOS,59,14.5,0.467,,0.467,1.3,0.577,1.2,2.2,4.2,-3.5,8.6,0.493,14.7,0.9,C,27,BOS,5,5.8,0.0,0.0,0.0,0.8,0.5,0.4,0.8,0.4,-10.1,-1.0,0.174,11.2,-0.1
246,1983,Truck Robinson,PF,31,NYK,81,30.0,0.462,,0.462,2.5,0.587,2.3,3.0,9.5,-1.9,10.7,0.485,17.3,3.3,PF,31,NYK,6,34.2,0.534,,0.534,4.7,0.571,2.3,4.2,15.7,3.8,18.0,0.551,20.7,0.6
248,1983,Tree Rollins,C,27,ATL,80,30.9,0.51,0.0,0.511,1.7,0.726,1.2,3.7,7.8,2.7,15.4,0.543,11.2,7.3,C,27,ATL,3,39.3,0.481,,0.481,3.0,0.333,2.0,4.0,9.7,-0.5,10.3,0.468,13.8,0.2
249,1983,Dan Roundfield,PF,29,ATL,77,36.5,0.47,0.185,0.477,5.8,0.749,3.2,3.1,19.0,1.7,18.8,0.526,24.2,7.4,PF,29,ATL,3,41.3,0.48,0.0,0.49,3.7,0.455,3.7,1.7,17.7,3.1,15.4,0.483,23.4,0.2
250,1983,Mike Sanders,SF,22,SAS,26,15.1,0.484,0.0,0.49,1.7,0.721,1.1,2.2,7.0,-1.8,14.2,0.52,20.7,0.8,SF,22,SAS,6,4.2,0.538,,0.538,0.0,,0.0,0.5,2.3,4.8,21.1,0.538,19.8,0.1
251,1983,Danny Schayes,C,23,TOT,82,27.9,0.457,0.0,0.457,3.6,0.773,3.1,4.0,11.1,-3.0,12.1,0.519,19.1,2.0,C,23,DEN,8,20.4,0.488,,0.488,1.9,1.0,2.1,3.1,7.1,-3.5,9.8,0.575,15.8,0.1
252,1983,Alvin Scott,SF,27,PHO,81,14.1,0.479,0.0,0.482,1.4,0.736,0.8,1.6,4.1,0.6,11.8,0.535,13.3,2.9,SF,27,PHO,3,20.7,0.462,,0.462,0.7,1.0,1.3,2.0,4.7,-1.1,10.9,0.504,11.3,0.1
255,1983,Jack Sikma,C,27,SEA,75,34.2,0.464,0.0,0.468,6.4,0.837,2.5,3.5,18.2,2.5,19.6,0.546,22.5,9.8,C,27,SEA,2,37.5,0.355,0.0,0.367,6.0,0.667,2.5,3.5,15.0,1.5,15.5,0.413,22.0,0.1
259,1983,Rory Sparrow,PG,24,TOT,81,30.0,0.484,0.227,0.491,2.5,0.739,2.4,3.1,11.6,-0.7,13.2,0.521,18.9,4.2,PG,24,NYK,6,33.7,0.423,0.2,0.439,3.5,0.81,2.2,3.0,13.0,1.8,13.4,0.486,19.7,0.3
261,1983,Mychal Thompson,C,28,POR,80,37.7,0.489,0.0,0.489,5.0,0.621,3.5,2.7,15.7,1.5,15.4,0.52,20.1,5.4,C,28,POR,7,40.6,0.471,,0.471,5.4,0.658,4.0,3.4,15.0,1.2,12.5,0.516,19.2,0.2
262,1983,Andrew Toney,SG,25,PHI,81,30.5,0.501,0.289,0.514,5.1,0.788,3.3,3.1,19.7,0.7,17.9,0.558,27.3,7.3,SG,25,PHI,12,29.8,0.47,0.0,0.483,5.8,0.754,3.8,3.6,18.8,-0.2,15.5,0.525,30.4,0.6
264,1983,Trent Tucker,SG,23,NYK,78,23.5,0.462,0.467,0.462,0.8,0.672,0.9,3.0,8.4,-0.4,11.6,0.485,17.3,4.0,SG,23,NYK,6,14.2,0.6,0.5,0.615,1.7,0.7,0.3,1.2,4.3,2.9,12.0,0.67,10.7,0.2
265,1983,Darnell Valentine,PG,23,POR,47,27.6,0.454,0.0,0.455,4.5,0.793,2.8,3.0,12.5,2.0,17.3,0.53,21.4,3.4,PG,23,POR,7,29.3,0.425,0.5,0.423,3.0,0.762,2.7,3.0,12.1,2.6,15.8,0.476,22.2,0.3
266,1983,Kiki Vandeweghe,PF,24,DEN,82,35.5,0.547,0.294,0.556,6.8,0.875,2.2,2.4,26.7,2.4,21.8,0.613,24.9,11.0,PF,24,DEN,8,39.6,0.544,0.0,0.558,6.3,0.8,1.5,2.0,26.8,3.4,20.1,0.588,23.7,0.9
270,1983,Scott Wedman,SF,30,TOT,75,23.9,0.475,0.313,0.481,1.4,0.794,1.7,3.0,11.2,-2.1,12.7,0.505,22.1,2.2,SF,30,BOS,6,11.0,0.583,0.0,0.636,0.3,0.5,0.7,1.8,4.8,-2.8,10.8,0.583,18.3,0.1
271,1983,Paul Westphal,SG,32,NYK,80,24.7,0.459,0.292,0.471,2.3,0.804,2.5,2.3,10.0,0.4,14.1,0.516,20.9,3.7,SG,32,NYK,6,26.0,0.44,0.375,0.452,2.2,0.769,1.5,2.2,9.5,1.5,13.0,0.511,17.7,0.3
273,1983,Jamaal Wilkes,SF,29,LAL,80,31.9,0.53,0.0,0.533,3.4,0.757,1.9,2.8,19.6,-0.5,17.6,0.558,24.1,7.4,SF,29,LAL,15,39.3,0.498,0.0,0.502,2.9,0.614,2.2,3.4,19.9,0.2,15.2,0.511,22.5,1.0
274,1983,Dominique Wilkins,SF,23,ATL,82,32.9,0.493,0.182,0.495,4.1,0.682,2.2,2.6,17.5,0.5,16.6,0.524,23.9,5.8,SF,23,ATL,3,36.3,0.405,1.0,0.39,4.7,0.857,3.3,3.0,15.7,-3.6,8.5,0.488,23.6,0.0
275,1983,Buck Williams,PF,22,NJN,82,36.1,0.588,0.0,0.59,6.4,0.62,3.0,3.3,17.0,2.0,18.6,0.611,18.4,11.4,PF,22,NJN,2,42.5,0.5,,0.5,10.0,0.8,2.5,6.0,19.0,-0.3,17.1,0.617,17.2,0.3
276,1983,Gus Williams,PG,29,SEA,80,34.5,0.477,0.047,0.491,4.6,0.751,2.9,1.5,20.0,4.2,20.5,0.517,25.8,8.5,PG,29,SEA,2,40.5,0.553,0.0,0.578,7.5,0.867,3.0,2.5,32.5,9.9,27.1,0.606,29.4,0.4
280,1984,Kareem Abdul-Jabbar,C,36,LAL,80,32.8,0.578,0.0,0.579,4.9,0.723,2.8,2.6,21.5,3.0,21.3,0.608,25.1,8.9,C,36,LAL,21,36.5,0.555,,0.555,5.7,0.75,2.1,3.4,23.9,6.3,24.0,0.592,25.3,3.3
281,1984,Alvan Adams,C,29,PHO,70,20.7,0.462,0.0,0.465,2.3,0.825,1.7,2.8,9.6,1.6,16.6,0.513,21.7,3.3,C,29,PHO,17,18.4,0.421,,0.421,3.1,0.679,2.0,3.1,8.4,0.1,15.0,0.475,24.7,0.3
282,1984,Mark Aguirre,SF,24,DAL,79,36.7,0.524,0.268,0.532,7.9,0.749,3.6,3.1,29.5,3.7,23.5,0.572,33.4,9.0,SF,24,DAL,10,35.0,0.478,0.0,0.492,5.7,0.772,2.7,3.4,22.0,1.2,19.2,0.526,28.8,0.6
283,1984,Danny Ainge,SG,24,BOS,71,16.3,0.46,0.273,0.472,0.8,0.821,1.0,2.0,5.4,-1.8,10.4,0.498,16.2,1.8,SG,24,BOS,19,13.3,0.456,0.222,0.481,0.5,0.7,0.7,1.9,4.8,-0.8,10.6,0.482,17.4,0.3
286,1984,Thurl Bailey,PF,22,UTA,81,24.8,0.512,,0.512,1.4,0.752,1.3,2.4,8.5,-0.5,12.9,0.539,14.8,3.6,PF,22,UTA,11,30.9,0.515,0.0,0.526,1.9,0.81,1.5,3.0,10.6,-2.8,10.5,0.551,14.9,0.4
287,1984,Greg Ballard,SF,29,WSB,82,32.9,0.481,0.133,0.486,2.5,0.798,1.7,2.6,14.5,1.1,15.3,0.515,20.5,5.6,SF,29,WSB,4,42.0,0.458,0.0,0.466,3.3,0.923,2.0,3.0,16.5,2.8,14.9,0.51,20.7,0.3
288,1984,Kent Benson,C,29,DET,82,21.1,0.55,0.0,0.551,1.2,0.822,1.0,2.8,7.1,1.5,14.0,0.584,12.8,4.7,C,29,DET,5,25.8,0.432,,0.432,2.0,0.6,0.6,2.8,7.6,2.2,12.9,0.459,13.8,0.3
